"The Bell Jar ;   ; Sylvia Plath ; The Bell Jar chronicles the crack-up of Esther Greenwood: brilliant, beautiful, enormously talented, and successful, but slowly going under”maybe for the last time. Sylvia Plath masterfully draws the reader into Esthers breakdown with such intensity that Esthers insanity becomes completely real and even rational, as probable and accessible an experience as going to the movies. Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made The Bell Jar a haunting American classic. ; Classics, Fiction, Feminism, Mental Health, Psychology, Mental Illness, Literature, Novels, Poetry, Adult ; 294 ; Harper Perennial Modern Classics ; 10/28/06 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554582218l/6514._SY475_.jpg;"
"Harry Potter and the Deathly Hallows ; Harry Potter; J.K. Rowling ; Harry Potter is leaving Privet Drive for the last time. But as he climbs into the sidecar of Hagrid's motorbike and they take to the skies, he knows Lord Voldemort and the Death Eaters will not be far behind.The protective charm that has kept him safe until now is broken. But the Dark Lord is breathing fear into everything he loves. And he knows he can't keep hiding.To stop Voldemort, Harry knows he must find the remaining Horcruxes and destroy them.He will have to face his enemy in one final battle.--jkrowling.com ; Fantasy, Young Adult, Fiction, Magic, Childrens, Adventure, Audiobook, Middle Grade, Classics, Science Fiction Fantasy ; 759 ; Arthur A. Levine Books / Scholastic Inc. ; 07/21/07 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184l/136251._SY475_.jpg;"
"One Flew Over the Cuckoos Nest ; ; Ken Kesey ; Tyrannical Nurse Ratched rules her ward in an Oregon State mental hospital with a strict and unbending routine, unopposed by her patients, who remain cowed by mind-numbing medication and the threat of electric shock therapy. But her regime is disrupted by the arrival of McMurphy “ the swaggering, fun-loving trickster with a devilish grin who resolves to oppose her rules on behalf of his fellow inmates.; Classics, Fiction, Literature, Psychology, Novels, School, Mental Health, American, Mental Illness, Contemporary ; 325 ; Signet ; 02/01/63 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516211014l/332613._SX318_.jpg;"
"Anna Karenina ;    ; Leo Tolstoy; Acclaimed by many as the worlds greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in all of literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the authors own views and convictions.Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, Vengeance is mine, and I will repay.; Classics, Fiction, Romance, Russia, Historical Fiction, Literature, Russian Literature, Novels, 19th Century, Classic Literature ; 964 ; Vintage ; 10/16/12;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601352433l/15823480._SY475_.jpg;"
"Outlander;Outlander;Diana Gabaldon;The year is 1945. Claire Randall, a former combat nurse, is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenach an outlander in a Scotland torn by war and raiding border clans in the year of Our Lord...1743. Hurled back in time by forces she cannot understand, Claire is catapulted into the intrigues of lairds and spies that may threaten her life, and shatter her heart. For here James Fraser, a gallant young Scots warrior, shows her a love so absolute that Claire becomes a woman torn between fidelity and desire”and between two vastly different men in two irreconcilable lives. ; Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance, Adult, Audiobook, Scotland; 850 ; Dell Publishing Company ; 07/26/05 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529065012l/10964._SY475_.jpg;"
"My Sisters Keeper ;   ; Jodi Picoult; Anna is not sick, but she might as well be. By age thirteen, she has undergone countless surgeries, transfusions, and shots so that her older sister, Kate, can somehow fight the leukemia that has plagued her since childhood. The product of preimplantation genetic diagnosis, Anna was conceived as a bone marrow match for Kate”a life and a role that she has never challenged... until now. Like most teenagers, Anna is beginning to question who she truly is. But unlike most teenagers, she has always been defined in terms of her sister”and so Anna makes a decision that for most would be unthinkable, a decision that will tear her family apart and have perhaps fatal consequences for the sister she loves.A provocative novel that raises some important ethical issues, My Sisters Keeper is the story of one familys struggle for survival at all human costs and a stunning parable for all time. ; Fiction, Contemporary, Chick Lit, Young Adult, Drama, Adult, Adult Fiction, Realistic Fiction, Family, Novels; 423 ; Washington Square Press ; 02/01/05 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369504683l/10917.jpg; "
"Matilda ;  ; Roald Dahl, Quentin Blake; Matilda is a little girl who is far too good to be true. At age five-and-a-half shes knocking off double-digit multiplication problems and blitz-reading Dickens. Even more remarkably, her classmates love her even though shes a super-nerd and the teachers pet. But everything is not perfect in Matildas world. For starters she has two of the most idiotic, self-centered parents who ever lived. Then theres the large, busty nightmare of a school principal, Miss (""""The"""") Trunchbull, a former hammer-throwing champion who flings children at will and is approximately as sympathetic as a bulldozer.; Childrens, Fiction, Classics, Fantasy, Young Adult, Middle Grade, Humor, Audiobook, Magic, Juvenile ; 240 ; Puffin Books ; 06/01/98 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388793265l/39988.jpg; "
"The Fellowship of the Ring ; The Lord of the Rings; J.R.R. Tolkien ; One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care.; Classics, Adventure, Science Fiction Fantasy, High Fantasy, Epic Fantasy, Young Adult, Novels, Magic, Literature, Audiobook ; 527 ; Ballantine Books ; 03/28/73 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486871542l/3263607._SY475_.jpg; "
"The Girl with the Dragon Tattoo ; Millennium  ; Stieg Larsson ; Harriet Vanger, a scion of one of Sweden's wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of unfathomable iniquity and astonishing corruption.; Fiction, Mystery, Suspense, Contemporary, Adult, Adult Fiction, Sweden, Thriller, Audiobook, Crime ; 465 ;Simon Inc;08/23/16;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868566l/2429135.jpg; "
"Rebecca ;   ; Daphne du Maurier ; Last night I dreamt I went to Manderley again . . .The novel begins in Monte Carlo, where our heroine is swept off her feet by the dashing widower Maxim de Winter and his sudden proposal of marriage. Orphaned and working as a ladys maid, she can barely believe her luck. It is only when they arrive at his massive country estate that she realizes how large a shadow his late wife will cast over their lives--presenting her with a lingering evil that threatens to destroy their marriage from beyond the grave. ; Classics, Fiction, Mystery, Romance, Gothic, Historical Fiction, Thriller, Suspense, Mystery Thriller, Adult ; 449 ; Little, Brown and Company ; 12/17/13 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386605169l/17899948.jpg;"
"1984 ;   ; George Orwell ; Among the seminal texts of the 20th century, Nineteen Eighty-Four is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwells nightmarish vision of a totalitarian, bureaucratic world and one poor stiffs attempt to find individuality. The brilliance of the novel is Orwells prescience of modern life ”the ubiquity of television, the distortion of the language” and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written. ;Classics, Fiction, Science Fiction, Dystopia, Literature, Novels, Politics, School, Fantasy, Adult ; 237 ; Houghton Mifflin Harcourt ; 09/03/13 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532714506l/40961427._SX318_.jpg; "
"The Color Purple;The Color Purple Collection;Alice Walker;Winner of the Pulitzer Prize and the National Book Award. Alice Walkers iconic modern classic is now a Penguin Book.A powerful cultural touchstone of modern American literature, The Color Purple depicts the lives of African American women in early twentieth-century rural Georgia. Separated as girls, sisters Celie and Nettie sustain their loyalty to and hope in each other across time, distance and silence. Through a series of letters spanning twenty years, first from Celie to God, then the sisters to each other despite the unknown, the novel draws readers into its rich and memorable portrayals of Celie, Nettie, Shug Avery and Sofia and their experience. The Color Purple broke the silence around domestic and sexual abuse, narrating the lives of women through their pain and struggle, companionship and growth, resilience and bravery. Deeply compassionate and beautifully imagined, Alice Walkers epic carries readers on a spirit-affirming journey towards redemption and love.;Classics, Fiction, Historical Fiction, Feminism, Historical, LGBT, African American, Literature, Novels, Adult;304;Penguin Books;12/10/19;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572261616l/52892857._SX318_SY475_.jpg;"
"A Tree Grows in Brooklyn;A Tree Grows in Brooklyn;Betty Smith;The beloved American classic about a young girls coming-of-age at the turn of the century, Betty Smiths A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience.;Classics, Fiction, Historical Fiction, Young Adult, Coming Of Age, Historical, Literature, New York, Novels, Book Club;496;HarperCollins Publishers;05/30/06;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883484l/14891.jpg;"
"A Clockwork Orange;A Clockwork Orange;Anthony Burgess;In Anthony Burgesss influential nightmare vision of the future, criminals take over after dark. Teen gang leader Alex narrates in fantastically inventive slang that echoes the violent intensity of youth rebelling against society. Dazzling and transgressive, A Clockwork Orange is a frightening fable about good and evil and the meaning of human freedom. This edition includes the controversial last chapter not published in the first edition;Classics, Fiction, Science Fiction, Dystopia, Literature, Novels, Horror, Thriller, Crime, Modern Classics;240;W. W. Norton & Company;05/21/19;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549260060l/41817486.jpg;"
"The Road;The Road;Cormac McCarthy;A searing, postapocalyptic novel destined to become Cormac McCarthys masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don't know what, if anything, awaits them there. They have nothing  just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged foodand each other.The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, each the other's world entire, are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.;Fiction, Science Fiction, Dystopia, Post Apocalyptic, Classics, Horror, Literature, Novels, Apocalyptic, Contemporary;241;Alfred A. Knopf;10/02/06;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600241424l/6288.jpg;"
"Into Thin Air;Into Thin Air: A Personal Account of the Mount Everest Disaster;Jon Krakauer;A bank of clouds was assembling on the not so-distant horizon, but journalist-mountaineer Jon Krakauer, standing on the summit of Mt. Everest, saw nothing that """"suggested that a murderous storm was bearing down.""""He was wrong. The storm, which claimed five lives and left countless more--including Krakauers--in guilt-ridden disarray, would also provide the impetus for Into Thin Air, Krakauers epic account of the May 1996 disaster.;Nonfiction, Adventure, Memoir, Travel, Biography, History, Survival, Mountaineering, Biography Memoir, Sports;368;Anchor Books;10/19/99;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463384482l/1898.jpg;"
"Angelas Ashes;Angelas Ashes;Frank McCourt;Imbued on every page with Frank McCourts astounding humor and compassion. This is a glorious book that bears all the marks of a classic.""""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood."""" So begins the Pulitzer Prize winning memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Franks mother, Angela, has no money to feed the children since Franks father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy-- exasperating, irresponsible and beguiling-- does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his fathers tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies. Perhaps it is story that accounts for Franks survival. Wearing rags for diapers, begging a pigs head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors--yet lives to tell his tale with eloquence, exuberance and remarkable forgiveness. Angelas Ashes, imbued on every page with Frank McCourts astounding humor and compassion, is a glorious book that bears all the marks of a classic.;Nonfiction, Memoir, Biography, Classics, Ireland, Autobiography, Biography Memoir, History, Irish Literature, Historical;452;Harper Perennial;10/03/05;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348317139l/252577.jpg;"
"Bleak House;Bleak House;Charles Dickens;Bleak House opens in the twilight of foggy London, where fog grips the city most densely in the Court of Chancery. The obscure case of Jarndyce and Jarndyce, in which an inheritance is gradually devoured by legal costs, the romance of Esther Summerson and the secrets of her origin, the sleuthing of Detective Inspector Bucket and the fate of Jo the crossing-sweeper, these are some of the lives Dickens invokes to portray London society, rich and poor, as no other novelist has done. Bleak House, in its atmosphere, symbolism and magnificent bleak comedy, is often regarded as the best of Dickens. A great Victorian novel, it is so inventive in its competing plots and styles that it eludes interpretation.;Classics, Fiction, Literature, 19th Century, Victorian, Historical Fiction, British Literature, Novels, Classic Literature, Mystery;1017;Penguin Books;01/06/06;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280113147l/31242.jpg;"
"Siddhartha;Siddhartha;Hermann Hesse;Herman Hesses classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one mans search for true meaning.;Classics, Fiction, Philosophy, Religion, Spirituality, Literature, Buddhism, German Literature, Novels, Historical Fiction;152;Bantam Books;12/01/81;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428715580l/52036.jpg;"
"The Poisonwood Bible;The Poisonwood Bible;Barbara Kingsolver;The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one familys tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.;Fiction, Historical Fiction, Africa, Classics, Historical, Literary Fiction, Literature, Novels, Religion, Adult Fiction;546;Harper Perennial Modern Classics;07/05/05;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412242487l/7244.jpg;"
"The Golden Compass;The Golden Compass;His Dark Materials;Lyra is rushing to the cold, far North, where witch clans and armored bears rule. North, where the Gobblers take the children they steal--including her friend Roger. North, where her fearsome uncle Asriel is trying to build a bridge to a parallel world.Can one small girl make a difference in such great and terrible endeavors? This is Lyra: a savage, a schemer, a liar, and as fierce and true a champion as Roger or Asriel could want--but what Lyra doesnt know is that to help one of them will be to betray the other.;Fantasy, Young Adult, Fiction, Childrens, Adventure, Science Fiction, Science Fiction Fantasy, Steampunk, Middle Grade, Audiobook;399;Alfred A. Knopf Books for Young Readers;04/16/96;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505766203l/119322._SX318_.jpg;"
"Revolutionary Road;Revolutionary Road;Richard Yates;In the hopeful 1950s, Frank and April Wheeler appear to be a model American couple: bright, beautiful, talented, with two young children and a starter home in the suburbs. Perhaps they married too young and started a family too early. Maybe Franks job is dull. And April never saw herself as a housewife. Yet they have always lived on the assumption that greatness is only just around the corner. But now that certainty is now about to crumble. With heartbreaking compassion and remorseless clarity, Richard Yates shows how Frank and April mortgage their spiritual birthright, betraying not only each other, but their best selves.;Fiction, Classics, Historical Fiction, Novels, American, Literature, Literary Fiction, Contemporary, 20th Century, Modern Classics;355;Methuen;02/01/01;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353721885l/48328.jpg;"
"Atlas Shrugged;Atlas Shrugged;Ayn Rand;This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world's motor and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story. Tremendous in its scope, this novel presents an astounding panorama of human life  from the productive genius who becomes a worthless playboy  to the great steel industrialist who does not know that he is working for his own destruction to the philosopher who becomes a pirate  to the composer who gives up his career on the night of his triumph  to the woman who runs a transcontinental railroad  to the lowest track worker in her Terminal tunnels. You must be prepared, when you read this novel, to check every premise at the root of your convictions.This is a mystery story, not about the murder  and rebirth  of man's spirit. It is a philosophical revolution, told in the form of an action thriller of violent events, a ruthlessly brilliant plot structure and an irresistible suspense. Do you say this is impossible? Well, that is the first of your premises to check.;Classics, Philosophy, Literature, Politics, Science Fiction, Dystopia, Economics, Novels, Audiobook, Fiction;1168;Plume;08/01/99;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405868167l/662.jpg;"
"Harry Potter and the Prisoner of Azkaban;Harry Potter and the Prisoner of Azkaban;J.K. Rowling, Mary;Harry Potters third year at Hogwarts is full of new dangers. A convicted murderer, Sirius Black, has broken out of Azkaban prison, and it seems hes after Harry. Now Hogwarts is being patrolled by the dementors, the Azkaban guards who are hunting Sirius. But Harry cant imagine that Sirius or, for that matter, the evil Lord Voldemort could be more frightening than the dementors themselves, who have the terrible power to fill anyone they come across with aching loneliness and despair. Meanwhile, life continues as usual at Hogwarts. A top-of-the-line broom takes Harrys success at Quidditch, the sport of the Wizarding world, to new heights. A cute fourth-year student catches his eye. And he becomes close with the new Defense of the Dark Arts teacher, who was a childhood friend of his father. Yet despite the relative safety of life at Hogwarts and the best efforts of the dementors, the threat of Sirius Black grows ever closer. But if Harry has learned anything from his education in wizardry, it is that things are often not what they seem. Tragic revelations, heartwarming surprises, and high-stakes magical adventures await the boy wizard in this funny and poignant third installment of the beloved series.;Fantasy, Young Adult, Fiction, Magic, Childrens, Adventure, Middle Grade, Audiobook, Classics, Science Fiction Fantasy;435;Scholastic Inc.;05/01/04;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499277281l/5.jpg;"
"The Old Man and the Sea;The Old Man and the Sea;Ernest Hemingway;Librarians note: An alternate cover edition can be found hereThis short novel, already a modern classic, is the superbly told, tragic story of a Cuban fisherman in the Gulf Stream and the giant Marlin he kills and loses specifically referred to in the citation accompanying the authors Nobel Prize for literature in 1954.;Classics, Fiction, Literature, Novels, American, School, Adventure, Classic Literature, Literary Fiction, 20th Century;96;Scribner;10/28/96;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165.jpg;"
"The notebook;The Notebook;Nicholas Sparks;Set amid the austere beauty of the North Carolina coast begins the story of Noah Calhoun, a rural Southerner recently returned from the Second World War. Noah is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again.Like a puzzle within a puzzle, the story of Noah and Allie is just the beginning. As it unfolds, their tale miraculously becomes something different, with much higher stakes. The result is a deeply moving portrait of love itself, the tender moments and the fundamental changes that affect us all. It is a story of miracles and emotions that will stay with you forever.;Romance, Fiction, Chick Lit, Contemporary, Adult, Adult Fiction, Contemporary Romance, Love, Drama, Classics;227;Grand Central Publishing;01/05/00;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483183484l/33648131._SY475_.jpg;"
"Winnie the Pooh;Winnie the Pooh;A.A. Milne;The adventures of Christopher Robin and his friends in which Pooh Bear uses a balloon to get honey, Piglet meets a Heffalump, and Eeyore has a birthday.;Classics, Childrens, Fiction, Fantasy, Animals, Picture Books, Young Adult, Audiobook, Middle Grade, Juvenile;145;Dutton Juvenile;10/01/01;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298440130l/99107.jpg;"
"The Complete Stories and Poems;The Complete Stories and Poems;Edgar Allan Poe;This single volume brings together all of Poes stories and poems, and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history.;Classics, Poetry, Horror, Fiction, Short Stories, Mystery, Gothic, Literature, Fantasy, Classic Literature;821;Doubleday & Company, Inc.;08/15/84;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942676l/23919.jpg;"
"Interview with the Vampire;Interview with the Vampire;Anne Rice;This is the story of Louis, as told in his own words, of his journey through mortal and immortal life. Louis recounts how he became a vampire at the hands of the radiant and sinister Lestat and how he became indoctrinated, unwillingly, into the vampire way of life. His story ebbs and flows through the streets of New Orleans, defining crucial moments such as his discovery of the exquisite lost young child Claudia, wanting not to hurt but to comfort her with the last breaths of humanity he has inside. Yet, he makes Claudia a vampire, trapping her womanly passion, will, and intelligence inside the body of a small child. Louis and Claudia form a seemingly unbreakable alliance and even """"settle down"""" for a while in the opulent French Quarter. Louis remembers Claudias struggle to understand herself and the hatred they both have for Lestat that sends them halfway across the world to seek others of their kind. Louis and Claudia are desperate to find somewhere they belong, to find others who understand, and someone who knows what and why they are.;Horror, Fantasy, Fiction, Vampires, Paranormal, Supernatural, Classics, Gothic, Urban Fantasy, Historical Fiction;342;Ballantine Books;08/31/04;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380631642l/43763.jpg;"
"A Prayer for Owen Meany;A Prayer for Owen Meany;John Irving;Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friends mother. Owen doesnt believe in accidents he believes he is Gods instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.;Fiction, Classics, Contemporary, Literature, Literary Fiction, Novels, Historical Fiction, Adult Fiction, Coming Of Age, American;637;Black Swan;10/28/90;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1260470010l/4473.jpg;"
"Moby Dick or the Whale;Moby Dick or the Whale;Herman Melville;It is the horrible texture of a fabric that should be woven of ships cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."""" So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, Moby-Dick is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and dangerous and unknowable as the sea itself. But more than just a novel of adventure, more than an encyclopaedia of whaling lore and legend, the book can be seen as part of its authors lifelong meditation on America. Written with wonderfully redemptive humour, Moby-Dick is also a profound inquiry into character, faith, and the nature of perception.This edition of Moby-Dick, which reproduces the definitive text of the novel, includes invaluable explanatory notes, along with maps, illustrations, and a glossary of nautical terms.;Classics, Fiction, Literature, Adventure, Novels, Historical Fiction, American, Classic Literature, 19th Century, Unfinished;654;Penguin Classics;02/21/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940656l/153747.jpg;"
"The Red Tent;The Red Tent;Anita Diamant;Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinahs voice, this novel reveals the traditions and turmoils of ancient womanhood the world of the red tent. It begins with the story of her mothersLeah, Rachel, Zilpah, and Bilhah the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinahs story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical womens society.;Historical Fiction, Fiction, Historical, Religion, Book Club, Feminism, Adult, Adult Fiction, Womens, Novels;324;St. Martins Press;10/28/97;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405739117l/4989.jpg;"
"The Secret Life of Bees;The Secret Life of Bees;Sue Monk Kidd;Set in South Carolina in 1964, The Secret Life of Bees tells the story of Lily Owens, whose life has been shaped around the blurred memory of the afternoon her mother was killed. When Lilys fierce-hearted black """"stand-in mother,"""" Rosaleen, insults three of the deepest racists in town, Lily decides to spring them both free. They escape to Tiburon, South Carolina--a town that holds the secret to her mothers past. Taken in by an eccentric trio of black beekeeping sisters, Lily is introduced to their mesmerizing world of bees and honey, and the Black Madonna. This is a remarkable novel about divine female power, a story women will share and pass on to their daughters for years to come.;Fiction, Historical Fiction, Young Adult, Classics, Adult Fiction, Historical, Contemporary, Adult, Coming Of Age, Chick Lit;302;Penguin Books;01/28/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473454532l/37435._SY475_.jpg;"
"Harry Potter and he Goblet of Fire;Harry Potter and the Goblet of Fire;J.K. Rowling;Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup with Hermione, Ron, and the Weasleys. He wants to dream about Cho Chang, his crush (and maybe do more than dream). He wants to find out about the mysterious event thats supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasnt happened for hundreds of years. He wants to be a normal, fourteen-year-old wizard. But unfortunately for Harry Potter, hes not normal - even by wizarding standards.And in his case, different can be deadly.;Fantasy, Young Adult, Fiction, Magic, Childrens, Adventure, Audiobook, Middle Grade, Classics, Science Fiction Fantasy;734;Scholastic;09/28/02;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152l/6.jpg;"
"Clockwork Angel;Clockwork Angel;Cassandra Clare;In a time when Shadowhunters are barely winning the fight against the forces of darkness, one battle will change the course of history forever. Welcome to the Infernal Devices trilogy, a stunning and dangerous prequel to the New York Times bestselling Mortal Instruments series.The year is 1878. Tessa Gray descends into London's dark supernatural underworld in search of her missing brother. She soon discovers that her only allies are the demon-slaying Shadowhunters including Will and Jem, the mysterious boys she is attracted to. Soon they find themselves up against the Pandemonium Club, a secret organization of vampires, demons, warlocks, and humans. Equipped with a magical army of unstoppable clockwork creatures, the Club is out to rule the British Empire, and only Tessa and her allies can stop them...;Fantasy, Young Adult, Paranormal, Romance, Steampunk, Historical Fiction, Fiction, Urban Fantasy, Vampires, Angels;481;Simon & Schuster;08/31/10;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454962884l/7171637._SY475_.jpg;"
"Harry Potter and the Half Blood Prince;Harry Potter;J.K. Rowling;The war against Voldemort is not going well even Muggle governments are noticing. Ron scans the obituary pages of the Daily Prophet, looking for familiar names. Dumbledore is absent from Hogwarts for long stretches of time, and the Order of the Phoenix has already suffered losses.And yet . . .As in all wars, life goes on. The Weasley twins expand their business. Sixth-year students learn to Apparate - and lose a few eyebrows in the process. Teenagers flirt and fight and fall in love. Classes are never straightforward, through Harry receives some extraordinary help from the mysterious Half-Blood Prince.So its the home front that takes center stage in the multilayered sixth installment of the story of Harry Potter. Here at Hogwarts, Harry will search for the full and complete story of the boy who became Lord Voldemort - and thereby find what may be his only vulnerability.;Fantasy, Young Adult, Fiction, Magic, Childrens, Adventure, Audiobook, Middle Grade, Classics, Science Fiction Fantasy;652;Scholastic Inc.;09/16/06;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587697303l/1._SX318_.jpg;"
